Pelvis_q_a,Pelvis_q_b,Pelvis_q_c,Pelvis_q_d,Right_Thigh_q_a,Right_Thigh_q_b,Right_Thigh_q_c,Right_Thigh_q_d,Right_Shank_q_a,Right_Shank_q_b,Right_Shank_q_c,Right_Shank_q_d,Right_Foot_q_a,Right_Foot_q_b,Right_Foot_q_c,Right_Foot_q_d,Left_Thigh_q_a,Left_Thigh_q_b,Left_Thigh_q_c,Left_Thigh_q_d,Left_Shank_q_a,Left_Shank_q_b,Left_Shank_q_c,Left_Shank_q_d,Left_Foot_q_a,Left_Foot_q_b,Left_Foot_q_c,Left_Foot_q_d
0.42256000000000005,-0.5345489999999999,-0.440083,-0.584831,-0.5061760000000001,0.081235,0.509133,-0.691354,0.633458,0.500663,-0.576836,0.123801,0.9525899999999999,-0.028709,0.256657,-0.160856,0.06365,-0.22359899999999996,-0.6649520000000001,-0.709782,0.312593,-0.611897,-0.449329,-0.5709380000000001,0.944026,-0.21026399999999998,0.254146,0.0037090000000000005
0.422705,-0.5343600000000001,-0.44021400000000005,-0.5848,-0.506261,0.081242,0.509071,-0.691337,0.633554,0.500553,-0.576838,0.123752,0.95262,-0.02865,0.256556,-0.16085,0.063736,-0.22351999999999997,-0.664895,-0.709853,0.312621,-0.6118100000000001,-0.44936000000000004,-0.5709930000000001,0.9440629999999999,-0.210207,0.254054,0.0037990000000000003
0.422834,-0.534231,-0.440291,-0.584767,-0.506366,0.08125299999999999,0.508955,-0.691343,0.633594,0.5006390000000001,-0.576739,0.123662,0.952633,-0.028571,0.256589,-0.160734,0.06365499999999999,-0.22343400000000002,-0.66493,-0.709855,0.312519,-0.611821,-0.449387,-0.5710149999999999,0.9440879999999999,-0.21016999999999997,0.253988,0.004031
0.422677,-0.5343220000000001,-0.440324,-0.584773,-0.50627,0.081122,0.50912,-0.691308,0.633467,0.500739,-0.576767,0.123771,0.9526180000000001,-0.028605000000000002,0.256614,-0.160777,0.063803,-0.22350799999999998,-0.665085,-0.709673,0.312397,-0.611924,-0.449429,-0.5709380000000001,0.944039,-0.210196,0.25415,0.00392
0.422708,-0.534226,-0.44042600000000004,-0.584761,-0.506303,0.08101699999999999,0.509124,-0.691293,0.633469,0.50075,-0.5767479999999999,0.123805,0.952627,-0.028607,0.25658600000000004,-0.160771,0.063875,-0.22342399999999998,-0.665116,-0.709663,0.31246999999999997,-0.611863,-0.449491,-0.570915,0.9440270000000001,-0.210202,0.25419200000000003,0.003851
0.422788,-0.5341640000000001,-0.440489,-0.584712,-0.506224,0.08096,0.509255,-0.691261,0.633376,0.500747,-0.576817,0.123973,0.952608,-0.028714,0.25656100000000004,-0.160906,0.064103,-0.22340500000000002,-0.66514,-0.709626,0.31256100000000003,-0.611795,-0.449579,-0.57087,0.9440209999999999,-0.21020300000000003,0.254214,0.003657
0.42268100000000003,-0.534225,-0.440546,-0.584692,-0.506153,0.080902,0.509368,-0.691237,0.633221,0.5009399999999999,-0.576807,0.124036,0.952591,-0.028713,0.256694,-0.160796,0.064032,-0.22337800000000002,-0.665238,-0.70955,0.312452,-0.611927,-0.44961999999999996,-0.570755,0.943991,-0.21020999999999998,0.25432,0.0037070000000000002
0.422756,-0.53418,-0.440586,-0.584648,-0.506132,0.080929,0.509436,-0.691199,0.633157,0.5009939999999999,-0.576816,0.1241,0.952575,-0.028712,0.256744,-0.160806,0.06411599999999999,-0.22338899999999998,-0.665247,-0.70953,0.312525,-0.611938,-0.449642,-0.5706859999999999,0.9439879999999999,-0.210206,0.254338,0.003588
0.42296300000000003,-0.533983,-0.44071499999999997,-0.584581,-0.5061720000000001,0.081028,0.509389,-0.6911930000000001,0.633267,0.500881,-0.576811,0.124018,0.952594,-0.028682999999999997,0.25666300000000003,-0.160832,0.064172,-0.223277,-0.665161,-0.7096399999999999,0.31262399999999996,-0.611853,-0.44967700000000005,-0.570695,0.944026,-0.210196,0.254203,0.0035590000000000005
0.422943,-0.533942,-0.440813,-0.584559,-0.506211,0.081149,0.509368,-0.6911649999999999,0.6332300000000001,0.50098,-0.576775,0.123976,0.9525959999999999,-0.028585000000000003,0.256759,-0.160678,0.064028,-0.223243,-0.665188,-0.709639,0.312566,-0.611862,-0.44971000000000005,-0.570691,0.9440139999999999,-0.210168,0.254269,0.003668
0.422892,-0.53386,-0.44096499999999994,-0.5845560000000001,-0.506304,0.081139,0.509313,-0.6911390000000001,0.633232,0.5009939999999999,-0.57677,0.123927,0.952628,-0.028448,0.256713,-0.160591,0.064013,-0.223149,-0.665171,-0.7096859999999999,0.312486,-0.611821,-0.44974899999999995,-0.5707479999999999,0.9440370000000001,-0.210108,0.254234,0.003815
0.42291599999999996,-0.533813,-0.44108100000000006,-0.584494,-0.50637,0.08132400000000001,0.5092369999999999,-0.691125,0.633202,0.501161,-0.576676,0.12384400000000001,0.9526370000000001,-0.028326,0.256805,-0.160409,0.063824,-0.223117,-0.665203,-0.709684,0.31247600000000003,-0.6118520000000001,-0.449751,-0.5707180000000001,0.944041,-0.21009,0.25423,0.004026
0.423046,-0.533748,-0.44117799999999996,-0.584386,-0.506467,0.081402,0.5091640000000001,-0.691099,0.633258,0.501109,-0.5766640000000001,0.12382,0.9526389999999999,-0.028291000000000004,0.256814,-0.16039,0.063792,-0.22302399999999997,-0.665149,-0.709766,0.312556,-0.6117859999999999,-0.44979399999999997,-0.570712,0.944083,-0.21005300000000002,0.254103,0.004036
0.42302399999999996,-0.533734,-0.44128999999999996,-0.584329,-0.506417,0.081462,0.5092260000000001,-0.691082,0.6332369999999999,0.501186,-0.576627,0.123795,0.9526389999999999,-0.028260000000000004,0.256834,-0.160363,0.063765,-0.223003,-0.66519,-0.7097359999999999,0.31249,-0.611769,-0.449849,-0.5707220000000001,0.9440930000000001,-0.21003400000000003,0.25408000000000003,0.004145
0.422986,-0.5336069999999999,-0.44148000000000004,-0.58433,-0.506532,0.081356,0.509177,-0.691046,0.633246,0.501203,-0.576608,0.12376500000000001,0.952664,-0.028125999999999998,0.25678,-0.160324,0.06375399999999999,-0.222896,-0.665219,-0.7097439999999999,0.312267,-0.611758,-0.449913,-0.570806,0.944101,-0.21000500000000002,0.254073,0.004307
0.42289399999999994,-0.5337189999999999,-0.441503,-0.584277,-0.506479,0.081348,0.509249,-0.691034,0.63313,0.501289,-0.576645,0.12384,0.9526399999999999,-0.028138999999999997,0.25689,-0.16029000000000002,0.063777,-0.222944,-0.6653279999999999,-0.709624,0.3122,-0.611869,-0.449917,-0.570721,0.944067,-0.21002600000000002,0.25418,0.004286
0.42281899999999994,-0.533771,-0.441554,-0.584245,-0.506447,0.081218,0.509351,-0.690997,0.633026,0.501274,-0.576752,0.12393499999999999,0.952628,-0.02817,0.25690100000000005,-0.16033699999999998,0.063901,-0.22295500000000001,-0.665395,-0.709548,0.312091,-0.611876,-0.449975,-0.5707270000000001,0.9440540000000001,-0.210017,0.254238,0.004173
0.42277700000000007,-0.533713,-0.44170200000000004,-0.584216,-0.506536,0.081163,0.509297,-0.690978,0.633023,0.501312,-0.576725,0.12391500000000001,0.9526389999999999,-0.028123000000000002,0.256867,-0.16033699999999998,0.06390900000000001,-0.22289299999999998,-0.665411,-0.709551,0.311987,-0.611839,-0.450028,-0.570782,0.944067,-0.20997600000000002,0.254222,0.004337
0.422951,-0.533618,-0.441795,-0.584108,-0.506575,0.08125,0.50925,-0.690973,0.633069,0.501208,-0.576764,0.123927,0.952635,-0.028183999999999997,0.256847,-0.160381,0.064009,-0.22284600000000002,-0.6653720000000001,-0.709593,0.312069,-0.6117739999999999,-0.450039,-0.5707979999999999,0.9440959999999999,-0.209934,0.254151,0.0043100000000000005
0.42317299999999997,-0.533516,-0.44185399999999997,-0.583996,-0.506609,0.081441,0.509199,-0.690964,0.6331859999999999,0.501088,-0.576749,0.12388800000000001,0.952642,-0.028224000000000003,0.25677300000000003,-0.160448,0.064052,-0.222775,-0.665312,-0.7096680000000001,0.312238,-0.611696,-0.450064,-0.570769,0.9441379999999999,-0.20989899999999997,0.25402199999999997,0.004307
0.42324700000000004,-0.533469,-0.44188599999999995,-0.58396,-0.50661,0.081482,0.5092,-0.6909569999999999,0.633174,0.50113,-0.576725,0.12388900000000001,0.9526399999999999,-0.028247,0.256787,-0.160436,0.064045,-0.22274899999999997,-0.665333,-0.709657,0.312299,-0.611737,-0.45006499999999994,-0.570692,0.944142,-0.20988800000000002,0.254015,0.0043479999999999994
0.42333000000000004,-0.533508,-0.441891,-0.58386,-0.506528,0.081577,0.509285,-0.690944,0.633137,0.50111,-0.576774,0.123928,0.9526190000000001,-0.028307,0.256844,-0.160456,0.0642,-0.222822,-0.665384,-0.709572,0.31243000000000004,-0.611831,-0.450034,-0.5705439999999999,0.944141,-0.209898,0.254013,0.004145
0.42347799999999997,-0.533327,-0.44205600000000006,-0.5837939999999999,-0.50662,0.081603,0.509193,-0.690941,0.6332369999999999,0.5010100000000001,-0.576764,0.12387000000000001,0.9526309999999999,-0.028288,0.256762,-0.160521,0.064317,-0.22271,-0.66532,-0.709657,0.312566,-0.61173,-0.450075,-0.570545,0.944161,-0.209879,0.253958,0.00412
0.423597,-0.533242,-0.442141,-0.583721,-0.506594,0.081584,0.509261,-0.690913,0.633243,0.500818,-0.576907,0.12395199999999999,0.9526180000000001,-0.028333999999999998,0.256733,-0.16064,0.064582,-0.222725,-0.6653060000000001,-0.709641,0.312698,-0.6116590000000001,-0.45011599999999996,-0.570516,0.944166,-0.209862,0.25395500000000004,0.0038909999999999995
0.423676,-0.533087,-0.44228100000000004,-0.583699,-0.506674,0.081526,0.509209,-0.6908989999999999,0.6332270000000001,0.50079,-0.576951,0.12393299999999999,0.9526389999999999,-0.028310000000000002,0.25664899999999996,-0.160652,0.064592,-0.22265900000000002,-0.6653,-0.709667,0.312702,-0.6115729999999999,-0.450166,-0.570566,0.944177,-0.20982699999999999,0.253941,0.0039770000000000005
0.42376199999999997,-0.533027,-0.44236099999999995,-0.583631,-0.506704,0.081617,0.50918,-0.6908880000000001,0.633238,0.500785,-0.57695,0.12390999999999999,0.952641,-0.028345,0.256614,-0.160689,0.064624,-0.222663,-0.665287,-0.709675,0.312849,-0.6115550000000001,-0.450171,-0.5705020000000001,0.9441870000000001,-0.20980900000000002,0.253922,0.003952000000000001
0.423597,-0.5329520000000001,-0.44257299999999994,-0.583658,-0.506732,0.081327,0.509239,-0.690858,0.633165,0.500848,-0.576974,0.12391300000000001,0.952652,-0.028263,0.256612,-0.16064,0.064725,-0.222613,-0.66537,-0.709603,0.312529,-0.611545,-0.450241,-0.570633,0.944161,-0.209781,0.25404,0.004027
0.42357399999999995,-0.532987,-0.442634,-0.583597,-0.5067560000000001,0.08138,0.5092180000000001,-0.6908489999999999,0.633173,0.500801,-0.5770029999999999,0.123928,0.95265,-0.028297000000000003,0.256608,-0.160656,0.064726,-0.222548,-0.665324,-0.709667,0.312555,-0.6115619999999999,-0.45026400000000005,-0.5705819999999999,0.9441729999999999,-0.209748,0.25401999999999997,0.004154
0.42361800000000005,-0.533025,-0.442712,-0.583471,-0.5067470000000001,0.081428,0.50925,-0.6908270000000001,0.633131,0.5008050000000001,-0.577036,0.123971,0.952642,-0.028317000000000002,0.256648,-0.160637,0.064756,-0.222507,-0.6652939999999999,-0.709705,0.31261500000000003,-0.611568,-0.450283,-0.5705279999999999,0.9441709999999999,-0.20973899999999998,0.254035,0.0041259999999999995
0.423774,-0.532956,-0.44281000000000004,-0.5833470000000001,-0.5068060000000001,0.081618,0.509157,-0.690829,0.633219,0.500704,-0.577034,0.12393900000000001,0.9526469999999999,-0.028304000000000003,0.256627,-0.160641,0.064739,-0.22244299999999997,-0.6652100000000001,-0.709806,0.312745,-0.611528,-0.45032,-0.570469,0.9442020000000001,-0.20972399999999997,0.25393000000000004,0.0041600000000000005
