Pelvis_q_a,Pelvis_q_b,Pelvis_q_c,Pelvis_q_d,Right_Thigh_q_a,Right_Thigh_q_b,Right_Thigh_q_c,Right_Thigh_q_d,Right_Shank_q_a,Right_Shank_q_b,Right_Shank_q_c,Right_Shank_q_d,Right_Foot_q_a,Right_Foot_q_b,Right_Foot_q_c,Right_Foot_q_d,Left_Thigh_q_a,Left_Thigh_q_b,Left_Thigh_q_c,Left_Thigh_q_d,Left_Shank_q_a,Left_Shank_q_b,Left_Shank_q_c,Left_Shank_q_d,Left_Foot_q_a,Left_Foot_q_b,Left_Foot_q_c,Left_Foot_q_d
0.419458,-0.536242,-0.435271,-0.5891,-0.504931,0.07987000000000001,0.5089859999999999,-0.692531,0.63273,0.501713,-0.576678,0.12401300000000001,0.952542,-0.028997000000000002,0.257287,-0.160083,0.062071,-0.22505,-0.6651050000000001,-0.70932,0.311726,-0.6128939999999999,-0.448024,-0.5713689999999999,0.943614,-0.211573,0.254577,0.004556
0.41955200000000004,-0.536203,-0.43535,-0.589011,-0.504961,0.07988300000000001,0.509012,-0.692488,0.632733,0.501696,-0.5766899999999999,0.124011,0.952528,-0.028964999999999998,0.257326,-0.160108,0.062065999999999996,-0.22502199999999997,-0.665093,-0.709341,0.311684,-0.6129,-0.44809899999999997,-0.571327,0.9436040000000001,-0.211548,0.254633,0.004529999999999999
0.41965600000000003,-0.536143,-0.435442,-0.588923,-0.504995,0.07993,0.509023,-0.69245,0.63275,0.501663,-0.576699,0.124018,0.9525290000000001,-0.028936,0.257303,-0.160145,0.0621,-0.22498400000000002,-0.665089,-0.709354,0.311678,-0.6128979999999999,-0.448161,-0.571283,0.9436200000000001,-0.211495,0.254619,0.004494
0.419734,-0.5360779999999999,-0.43551899999999993,-0.588869,-0.505007,0.079927,0.5090319999999999,-0.692435,0.632753,0.5016579999999999,-0.576701,0.12401,0.952528,-0.028865,0.257304,-0.160161,0.062098,-0.224946,-0.665065,-0.709388,0.311646,-0.612866,-0.448215,-0.571293,0.943624,-0.211454,0.254637,0.004517
0.419775,-0.5360689999999999,-0.43560600000000005,-0.588785,-0.505021,0.079934,0.509076,-0.692392,0.6327550000000001,0.5016649999999999,-0.576689,0.12403199999999999,0.95252,-0.028868,0.257314,-0.160192,0.062065999999999996,-0.22492600000000001,-0.66508,-0.709384,0.311609,-0.612874,-0.44825600000000004,-0.571272,0.9436120000000001,-0.21143,0.254703,0.004469
0.41982600000000003,-0.536036,-0.43570299999999995,-0.5887060000000001,-0.505063,0.079927,0.509076,-0.692362,0.632758,0.50169,-0.576666,0.12402,0.9525239999999999,-0.028832,0.257295,-0.160207,0.062061,-0.224874,-0.665065,-0.709414,0.311593,-0.612846,-0.44828599999999996,-0.571287,0.943616,-0.211409,0.254707,0.004468
0.41990900000000003,-0.5360520000000001,-0.435787,-0.5885699999999999,-0.505073,0.079986,0.5090779999999999,-0.692346,0.632767,0.5017149999999999,-0.576637,0.124011,0.952509,-0.028872000000000002,0.257333,-0.16022899999999998,0.062039,-0.224843,-0.6650689999999999,-0.7094229999999999,0.31158,-0.6128560000000001,-0.44831800000000005,-0.571259,0.9436120000000001,-0.21138800000000002,0.25474,0.004448
0.42003999999999997,-0.535975,-0.435855,-0.588496,-0.50507,0.080033,0.5090899999999999,-0.692334,0.632787,0.5017229999999999,-0.5766060000000001,0.12401500000000001,0.9525110000000001,-0.028888,0.257329,-0.160218,0.062009,-0.224791,-0.665072,-0.709439,0.311598,-0.6128319999999999,-0.448337,-0.57126,0.943616,-0.21136100000000002,0.254748,0.004439
0.42005600000000004,-0.535942,-0.43593999999999994,-0.5884520000000001,-0.505076,0.07997699999999999,0.5091180000000001,-0.692315,0.632799,0.501743,-0.576573,0.12403099999999999,0.952516,-0.028849,0.257307,-0.16023199999999999,0.061982,-0.22478299999999998,-0.665108,-0.70941,0.311544,-0.6128020000000001,-0.44839300000000004,-0.571278,0.943608,-0.21134,0.254794,0.0044340000000000004
0.420071,-0.535967,-0.436046,-0.58834,-0.5050859999999999,0.079967,0.509135,-0.692297,0.63276,0.501792,-0.576567,0.12405899999999999,0.952492,-0.028876,0.257395,-0.160226,0.061975999999999996,-0.2248,-0.665164,-0.709353,0.311485,-0.61283,-0.448406,-0.5712689999999999,0.9435709999999999,-0.211348,0.254922,0.0044329999999999994
0.42017899999999997,-0.5359189999999999,-0.436134,-0.588241,-0.505157,0.07999099999999999,0.509089,-0.692276,0.632798,0.5017659999999999,-0.576559,0.124009,0.9524940000000001,-0.028799,0.257402,-0.160216,0.061964,-0.224753,-0.66514,-0.709391,0.311488,-0.612819,-0.4484,-0.571284,0.9435899999999999,-0.21129099999999998,0.254898,0.0044859999999999995
0.420232,-0.535848,-0.43621400000000005,-0.588209,-0.505195,0.079979,0.509089,-0.69225,0.632793,0.501762,-0.5765710000000001,0.123991,0.952507,-0.028745999999999997,0.257358,-0.16022,0.062005,-0.224706,-0.665126,-0.709415,0.31151,-0.612801,-0.4484,-0.571292,0.9435969999999999,-0.211231,0.254924,0.00448
0.42041999999999996,-0.535779,-0.436254,-0.5881069999999999,-0.505202,0.080051,0.509127,-0.692208,0.632817,0.501696,-0.5766020000000001,0.123992,0.9525129999999999,-0.028838,0.257271,-0.160307,0.062098,-0.224727,-0.665114,-0.709411,0.31159699999999996,-0.612771,-0.44839799999999996,-0.571278,0.9436120000000001,-0.211207,0.254892,0.0043170000000000005
0.420498,-0.535742,-0.43634700000000004,-0.588016,-0.505267,0.080111,0.509087,-0.692183,0.632884,0.5016729999999999,-0.576559,0.12394100000000001,0.952525,-0.028848000000000002,0.257249,-0.160268,0.062107,-0.22469099999999997,-0.6650739999999999,-0.7094600000000001,0.311658,-0.612717,-0.448429,-0.571278,0.943631,-0.211148,0.25487,0.0043159999999999995
0.42053500000000005,-0.535788,-0.436413,-0.587899,-0.50526,0.08015599999999999,0.5091100000000001,-0.692167,0.632915,0.501709,-0.5765,0.12391400000000001,0.9525129999999999,-0.028901999999999997,0.25731,-0.16023199999999999,0.062046000000000004,-0.22463699999999998,-0.665065,-0.709491,0.311673,-0.612701,-0.448485,-0.5712430000000001,0.943632,-0.21113600000000002,0.254877,0.004303
0.42061000000000004,-0.535733,-0.43651999999999996,-0.587816,-0.505204,0.08012999999999999,0.509193,-0.69215,0.632939,0.501634,-0.576527,0.123966,0.952522,-0.028950999999999998,0.257237,-0.16029300000000002,0.062179,-0.224609,-0.665013,-0.709537,0.311724,-0.612614,-0.44855100000000003,-0.571256,0.9436479999999999,-0.211123,0.25482899999999997,0.004204
0.42069799999999996,-0.53572,-0.436618,-0.587692,-0.505181,0.080185,0.5092399999999999,-0.692125,0.6329359999999999,0.5016649999999999,-0.576505,0.12396300000000002,0.952523,-0.028994,0.257223,-0.160301,0.062193,-0.224593,-0.664981,-0.70957,0.311824,-0.612524,-0.448632,-0.571235,0.943649,-0.21112899999999998,0.25482,0.004158
0.420721,-0.535764,-0.436713,-0.587565,-0.505165,0.080225,0.5092800000000001,-0.692103,0.632908,0.50169,-0.576505,0.124004,0.952501,-0.029036000000000003,0.257279,-0.160333,0.062153,-0.224586,-0.665003,-0.7095560000000001,0.311855,-0.612527,-0.4487,-0.571162,0.943641,-0.211142,0.254842,0.004089
0.42076800000000003,-0.5358310000000001,-0.436749,-0.587444,-0.505173,0.08025,0.5093,-0.69208,0.632833,0.501742,-0.576537,0.124028,0.9524870000000001,-0.029015,0.257321,-0.160349,0.062162,-0.224624,-0.6650560000000001,-0.709494,0.311819,-0.6126159999999999,-0.44877799999999995,-0.571025,0.9436209999999999,-0.21113200000000001,0.25492600000000004,0.004005
0.420825,-0.535888,-0.436801,-0.5873109999999999,-0.505221,0.080286,0.509308,-0.6920350000000001,0.632821,0.501746,-0.57655,0.124009,0.9524799999999999,-0.028963,0.257364,-0.160333,0.062167999999999994,-0.224598,-0.6650699999999999,-0.709487,0.311854,-0.612627,-0.44883100000000004,-0.570951,0.943615,-0.21109299999999998,0.25498200000000004,0.003925
0.420887,-0.535939,-0.436846,-0.587188,-0.505235,0.080339,0.5093310000000001,-0.692,0.632797,0.501779,-0.576548,0.124009,0.95245,-0.028970999999999997,0.25747800000000004,-0.16033,0.062105999999999995,-0.224604,-0.665097,-0.709465,0.31182,-0.612696,-0.44883900000000004,-0.57089,0.9436049999999999,-0.211046,0.255058,0.00387
0.42081899999999994,-0.536022,-0.43694399999999994,-0.587087,-0.505104,0.080215,0.509524,-0.691969,0.6326689999999999,0.501763,-0.576674,0.124142,0.952412,-0.029118,0.257513,-0.160471,0.062222,-0.22474499999999997,-0.665146,-0.7093649999999999,0.311754,-0.61279,-0.448821,-0.57084,0.9435610000000001,-0.21101,0.255255,0.003573
0.420908,-0.5359649999999999,-0.437036,-0.587007,-0.505158,0.080218,0.509494,-0.691951,0.6326689999999999,0.501832,-0.576615,0.12413800000000001,0.952406,-0.029119,0.257542,-0.160457,0.062223,-0.224714,-0.665147,-0.709374,0.311701,-0.612837,-0.448817,-0.570822,0.943558,-0.210975,0.255294,0.0035619999999999996
0.421079,-0.5358569999999999,-0.437115,-0.586925,-0.505262,0.080304,0.509389,-0.691943,0.63278,0.501827,-0.576513,0.12406500000000001,0.952418,-0.02912,0.25751599999999997,-0.160431,0.06221,-0.22461799999999998,-0.665118,-0.709433,0.311762,-0.612826,-0.44880600000000004,-0.570809,0.943594,-0.21094899999999997,0.25518,0.003643
0.421232,-0.5357149999999999,-0.437238,-0.586852,-0.505309,0.080334,0.5093449999999999,-0.691937,0.63288,0.501777,-0.576458,0.124008,0.95244,-0.029086,0.257459,-0.160398,0.062232,-0.224537,-0.665146,-0.70943,0.311798,-0.612785,-0.44881499999999996,-0.570825,0.943628,-0.210939,0.255064,0.0036729999999999996
0.421205,-0.5357350000000001,-0.43735100000000005,-0.586769,-0.505249,0.080282,0.509414,-0.691936,0.6328520000000001,0.50179,-0.5764699999999999,0.124049,0.952432,-0.029116000000000003,0.25745500000000004,-0.160443,0.062237,-0.22453800000000002,-0.665226,-0.709354,0.311772,-0.612765,-0.44882,-0.570858,0.943628,-0.210941,0.255062,0.0037259999999999997
0.421274,-0.535796,-0.43741199999999997,-0.5866180000000001,-0.50522,0.080327,0.509465,-0.691914,0.632846,0.501747,-0.576509,0.124071,0.952414,-0.029151999999999997,0.25750300000000004,-0.160469,0.062282000000000004,-0.22455999999999998,-0.665285,-0.7092890000000001,0.311758,-0.612803,-0.448801,-0.570839,0.9436110000000001,-0.210952,0.255116,0.003628
0.421284,-0.535846,-0.437482,-0.586514,-0.505246,0.08036,0.509484,-0.691878,0.632831,0.501795,-0.576489,0.12404100000000001,0.952411,-0.029119,0.257527,-0.160456,0.06225,-0.22456399999999999,-0.665305,-0.709271,0.311765,-0.612792,-0.448798,-0.57085,0.9435979999999999,-0.210946,0.255171,0.0035399999999999997
0.42142799999999997,-0.535821,-0.43754099999999996,-0.586389,-0.505265,0.080471,0.509486,-0.6918489999999999,0.632893,0.501618,-0.576572,0.12405699999999999,0.952405,-0.029202999999999996,0.257481,-0.160547,0.062385,-0.22456399999999999,-0.66523,-0.709329,0.311917,-0.612744,-0.448763,-0.5708449999999999,0.943629,-0.21092399999999997,0.255077,0.003375
0.42143,-0.535816,-0.437671,-0.586295,-0.505312,0.08051,0.509458,-0.6918310000000001,0.632903,0.501646,-0.576546,0.12401500000000001,0.95242,-0.029071,0.25748499999999996,-0.160478,0.062312,-0.224498,-0.66519,-0.709394,0.311896,-0.61274,-0.448754,-0.570868,0.9436399999999999,-0.21085,0.255096,0.0034909999999999997
0.421461,-0.535732,-0.43782600000000005,-0.586234,-0.5053880000000001,0.080544,0.509415,-0.691803,0.632944,0.501627,-0.576529,0.12396300000000002,0.952433,-0.028995999999999997,0.25745500000000004,-0.160459,0.062291,-0.224444,-0.6651560000000001,-0.709445,0.31188,-0.6127229999999999,-0.448766,-0.570886,0.943664,-0.21078899999999998,0.25505700000000003,0.00358
0.42156899999999997,-0.5357029999999999,-0.437911,-0.586119,-0.5055270000000001,0.080731,0.509275,-0.691783,0.6329859999999999,0.501727,-0.5764229999999999,0.12383499999999999,0.95242,-0.028868,0.25759699999999996,-0.16033499999999998,0.06214600000000001,-0.22431399999999999,-0.665146,-0.709508,0.311841,-0.612775,-0.448772,-0.570846,0.943678,-0.210734,0.25504699999999997,0.0037630000000000003
0.42162799999999995,-0.5357529999999999,-0.437961,-0.585994,-0.505491,0.080876,0.509338,-0.691746,0.632979,0.501657,-0.576485,0.123869,0.952415,-0.028939999999999997,0.25756599999999996,-0.160401,0.062275,-0.22433499999999998,-0.6651090000000001,-0.709525,0.311956,-0.612772,-0.448783,-0.570779,0.943687,-0.210742,0.255008,0.003589
0.42171099999999995,-0.535506,-0.438191,-0.585987,-0.505626,0.08076699999999999,0.509255,-0.691721,0.633038,0.501574,-0.576497,0.12384300000000001,0.952469,-0.028801999999999998,0.25737600000000005,-0.160411,0.062414,-0.22423800000000002,-0.665047,-0.7096020000000001,0.31196199999999996,-0.6126050000000001,-0.448849,-0.570902,0.943728,-0.21069000000000002,0.254899,0.003732
0.421766,-0.5354909999999999,-0.438302,-0.585879,-0.5055850000000001,0.080715,0.5093340000000001,-0.691699,0.633074,0.501437,-0.5765680000000001,0.123883,0.95247,-0.028937,0.257258,-0.16056900000000002,0.062624,-0.224237,-0.665008,-0.70962,0.312075,-0.612525,-0.44888,-0.570902,0.943743,-0.210659,0.25487,0.0036439999999999997
0.42180100000000004,-0.535503,-0.438382,-0.5857829999999999,-0.505592,0.080719,0.509338,-0.691691,0.6330899999999999,0.5013989999999999,-0.5765819999999999,0.12389700000000001,0.952458,-0.029004000000000002,0.257265,-0.160615,0.062679,-0.224241,-0.66502,-0.7096020000000001,0.312172,-0.6124890000000001,-0.44892,-0.570856,0.943749,-0.210652,0.25485599999999997,0.003571
0.42188000000000003,-0.535493,-0.438488,-0.5856560000000001,-0.505602,0.080805,0.509332,-0.691678,0.6331289999999999,0.501379,-0.576558,0.12388900000000001,0.952465,-0.029031,0.257241,-0.160608,0.06276,-0.224221,-0.665003,-0.7096180000000001,0.312252,-0.612471,-0.44894300000000004,-0.570814,0.943775,-0.21063600000000002,0.254771,0.003565
0.421914,-0.535537,-0.438557,-0.585539,-0.5055390000000001,0.080861,0.509402,-0.691666,0.633109,0.501346,-0.5766,0.123928,0.952465,-0.029127999999999998,0.25716,-0.160722,0.062927,-0.22426100000000002,-0.66501,-0.709584,0.312309,-0.6124649999999999,-0.44897600000000004,-0.570763,0.9437909999999999,-0.210623,0.25472399999999995,0.0033909999999999995
0.42216800000000004,-0.535211,-0.438749,-0.5855100000000001,-0.5057659999999999,0.080923,0.509191,-0.6916479999999999,0.633253,0.501273,-0.5765319999999999,0.123802,0.952515,-0.029008,0.25704699999999997,-0.160627,0.06287899999999999,-0.224061,-0.66492,-0.7097359999999999,0.312299,-0.612363,-0.44903000000000004,-0.570835,0.943842,-0.210585,0.254565,0.003625
0.42220699999999994,-0.535067,-0.438838,-0.585547,-0.505908,0.080874,0.5090979999999999,-0.6916180000000001,0.633287,0.5013380000000001,-0.5764600000000001,0.123699,0.9525440000000001,-0.028857999999999998,0.25704299999999997,-0.16048900000000002,0.062838,-0.22395,-0.6649149999999999,-0.709778,0.312225,-0.612294,-0.44908400000000004,-0.570908,0.9438700000000001,-0.21053000000000002,0.25450100000000003,0.004031
0.42237399999999997,-0.535064,-0.43884700000000004,-0.5854229999999999,-0.505862,0.081006,0.50915,-0.6915979999999999,0.6333260000000001,0.501162,-0.576551,0.123786,0.952523,-0.028972,0.257013,-0.160637,0.06299099999999999,-0.224009,-0.664945,-0.709719,0.31242600000000004,-0.612333,-0.44906599999999997,-0.57077,0.943888,-0.210517,0.254449,0.003811
0.42230200000000007,-0.53504,-0.438975,-0.5854,-0.505943,0.080982,0.509117,-0.691566,0.633394,0.501116,-0.576534,0.123705,0.952526,-0.028902999999999998,0.257023,-0.160618,0.062973,-0.22398400000000002,-0.664991,-0.709685,0.31238299999999997,-0.6122770000000001,-0.449087,-0.570837,0.9439040000000001,-0.21046900000000002,0.254427,0.0039310000000000005
0.42231899999999994,-0.535146,-0.43899399999999994,-0.585277,-0.5059239999999999,0.08105599999999999,0.509145,-0.69155,0.633336,0.501161,-0.576548,0.12375699999999999,0.952476,-0.028981,0.257173,-0.160661,0.063013,-0.224004,-0.6650159999999999,-0.7096520000000001,0.312409,-0.612391,-0.449078,-0.570707,0.943881,-0.210473,0.254511,0.003825
0.422145,-0.535065,-0.439213,-0.5853119999999999,-0.505961,0.08085099999999999,0.509166,-0.6915319999999999,0.633279,0.501196,-0.576573,0.12378800000000001,0.952506,-0.02887,0.2571,-0.160618,0.063112,-0.22393200000000002,-0.665054,-0.70963,0.312257,-0.612312,-0.44916000000000006,-0.570811,0.9438790000000001,-0.210432,0.254548,0.003924
0.422183,-0.53499,-0.43934799999999996,-0.585253,-0.505992,0.080959,0.509121,-0.69153,0.6333260000000001,0.501181,-0.576543,0.123748,0.9525239999999999,-0.028825999999999997,0.257076,-0.16055999999999998,0.06313099999999999,-0.22387600000000002,-0.665048,-0.709651,0.31233299999999997,-0.612325,-0.449186,-0.570735,0.9439200000000001,-0.21041100000000001,0.254416,0.003919
0.42218500000000003,-0.53493,-0.43948400000000004,-0.585203,-0.506015,0.08101699999999999,0.5091100000000001,-0.6915140000000001,0.6333489999999999,0.501153,-0.576546,0.12373599999999998,0.9525399999999999,-0.028817000000000002,0.257004,-0.160578,0.063145,-0.223832,-0.6650550000000001,-0.709658,0.312357,-0.612232,-0.44925,-0.570771,0.9439120000000001,-0.21040599999999998,0.254448,0.003926
0.422246,-0.534771,-0.439668,-0.585167,-0.506109,0.080977,0.509067,-0.6914819999999999,0.633405,0.501106,-0.576537,0.12368,0.952574,-0.028717000000000003,0.256913,-0.16054200000000002,0.063251,-0.223685,-0.665004,-0.709742,0.31238699999999997,-0.612097,-0.44931400000000005,-0.57085,0.943952,-0.21037199999999998,0.254328,0.004032
0.422349,-0.5348350000000001,-0.43970299999999995,-0.5850069999999999,-0.506012,0.081192,0.509139,-0.691474,0.633394,0.501041,-0.5765939999999999,0.123735,0.9525440000000001,-0.028818,0.256943,-0.160655,0.063313,-0.223727,-0.665003,-0.709724,0.312575,-0.612118,-0.44929399999999997,-0.5707399999999999,0.94396,-0.21038099999999998,0.254296,0.00375
0.422284,-0.5348189999999999,-0.439854,-0.584956,-0.5060180000000001,0.08121,0.509215,-0.691412,0.633314,0.501033,-0.5766789999999999,0.123779,0.952543,-0.028736,0.256959,-0.160647,0.063349,-0.22369699999999998,-0.665041,-0.709695,0.312431,-0.6120770000000001,-0.449304,-0.570854,0.943946,-0.21036300000000002,0.254359,0.0037799999999999995
0.422382,-0.534709,-0.439983,-0.584888,-0.506073,0.08113200000000001,0.5092409999999999,-0.691362,0.633316,0.500872,-0.576803,0.123839,0.952569,-0.028687,0.256809,-0.160745,0.063524,-0.223673,-0.66504,-0.709688,0.31246,-0.611999,-0.449323,-0.5709069999999999,0.9439860000000001,-0.210294,0.25427,0.003713
